"","gs_name","gene_symbol","ensembl_gene"
"3329","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-C","ENSG00000225691"
"3330","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-C","ENSG00000228299"
"3331","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-C","ENSG00000233841"
"3332","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-C","ENSG00000237022"
"3333","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000204592"
"3334","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000206493"
"3335","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000225201"
"3336","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000229252"
"3337","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000230254"
"3338","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000233904"
"3339","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-E","ENSG00000236632"
"3340","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000204632"
"3341","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000206506"
"3342","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000230413"
"3343","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000233095"
"3344","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000235346"
"3345","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000235680"
"3346","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000237216"
"3347","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HLA-G","ENSG00000276051"
"3348","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HRAS","ENSG00000174775"
"3349","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","HRAS","ENSG00000276536"
"3350","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","ICAM1","ENSG00000090339"
"3351","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","ICAM2","ENSG00000108622"
"3352","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA1","ENSG00000197919"
"3353","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA10","ENSG00000186803"
"3354","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA13","ENSG00000233816"
"3355","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA14","ENSG00000228083"
"3356","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA16","ENSG00000147885"
"3357","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA17","ENSG00000234829"
"3358","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA2","ENSG00000188379"
"3359","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA21","ENSG00000137080"
"3360","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA4","ENSG00000236637"
"3361","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA5","ENSG00000147873"
"3362","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA6","ENSG00000120235"
"3363","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA7","ENSG00000214042"
"3364","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNA8","ENSG00000120242"
"3365","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNAR1","ENSG00000142166"
"3366","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNAR2","ENSG00000159110"
"3367","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNB1","ENSG00000171855"
"3368","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNG","ENSG00000111537"
"3369","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNGR1","ENSG00000027697"
"3370","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNGR2","ENSG00000159128"
"3371","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","IFNGR2","ENSG00000262795"
"3372","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","ITGAL","ENSG00000005844"
"3373","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","ITGB2","ENSG00000160255"
"3374","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000125498"
"3375","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000273510"
"3376","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000273794"
"3377","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000274692"
"3378","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000274782"
"3379","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000274926"
"3380","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000275080"
"3381","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000275196"
"3382","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000275276"
"3383","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000275522"
"3384","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000275750"
"3385","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000276310"
"3386","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000276625"
"3387","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000276820"
"3388","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000277356"
"3389","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000277616"
"3390","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000277833"
"3391","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278207"
"3392","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278248"
"3393","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278495"
"3394","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278503"
"3395","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278738"
"3396","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278755"
"3397","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278805"
"3398","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000278821"
"3399","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000283723"
"3400","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284100"
"3401","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284145"
"3402","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284347"
"3403","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284401"
"3404","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284514"
"3405","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284530"
"3406","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL1","ENSG00000284551"
"3407","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000273578"
"3408","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000273661"
"3409","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000274412"
"3410","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000275407"
"3411","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000275546"
"3412","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000275914"
"3413","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000275960"
"3414","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000276011"
"3415","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000276731"
"3416","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000277251"
"3417","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000277725"
"3418","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000278692"
"3419","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL2","ENSG00000278731"
"3420","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000243772"
"3421","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000273887"
"3422","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000273947"
"3423","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000274108"
"3424","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000274402"
"3425","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000274410"
"3426","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000274830"
"3427","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000274952"
"3428","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000275008"
"3429","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000275623"
"3430","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000275658"
"3431","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000276218"
"3432","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000276459"
"3433","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000276590"
"3434","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000277317"
"3435","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000277484"
"3436","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000277554"
"3437","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000277924"
"3438","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000278327"
"3439","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000278369"
"3440","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000283702"
"3441","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000283708"
"3442","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000283790"
"3443","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000283996"
"3444","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284044"
"3445","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284132"
"3446","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284236"
"3447","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284241"
"3448","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284333"
"3449","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284504"
"3450","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL3","ENSG00000284510"
"3451","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000189013"
"3452","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000273498"
"3453","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000273575"
"3454","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000274189"
"3455","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000274193"
"3456","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000274232"
"3457","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000274609"
"3458","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000274945"
"3459","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000274955"
"3460","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000275237"
"3461","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000275317"
"3462","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000275456"
"3463","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000275699"
"3464","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000275732"
"3465","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000275848"
"3466","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000276044"
"3467","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000276779"
"3468","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000276979"
"3469","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277076"
"3470","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277355"
"3471","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277362"
"3472","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277540"
"3473","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277750"
"3474","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277850"
"3475","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000277964"
"3476","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000278074"
"3477","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000278201"
"3478","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000278271"
"3479","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000278430"
"3480","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000278606"
"3481","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000283869"
"3482","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000283961"
"3483","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000283986"
"3484","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284013"
"3485","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284206"
"3486","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284340"
"3487","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284365"
"3488","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284457"
"3489","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284460"
"3490","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284509"
"3491","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL4","ENSG00000284562"
"3492","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000274143"
"3493","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000274676"
"3494","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000275596"
"3495","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000276177"
"3496","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000276392"
"3497","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000276686"
"3498","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DL5A","ENSG00000278116"
"3499","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000273517"
"3500","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000273603"
"3501","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000275306"
"3502","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000275421"
"3503","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000275921"
"3504","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000276327"
"3505","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000276387"
"3506","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000278120"
"3507","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000278304"
"3508","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000283937"
"3509","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000284120"
"3510","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000284150"
"3511","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS1","ENSG00000284560"
"3512","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000275599"
"3513","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000277163"
"3514","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000277193"
"3515","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000277657"
"3516","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000278306"
"3517","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000284039"
"3518","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS3","ENSG00000288487"
"3519","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000221957"
"3520","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000273526"
"3521","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000273931"
"3522","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274324"
"3523","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274406"
"3524","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274533"
"3525","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274714"
"3526","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274807"
"3527","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274921"
"3528","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274947"
"3529","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000274957"
"3530","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000275351"
"3531","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000275353"
"3532","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000275731"
"3533","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000275938"
"3534","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276154"
"3535","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276209"
"3536","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276254"
"3537","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276395"
"3538","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276465"
"3539","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276634"
"3540","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000276885"
"3541","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000277078"
"3542","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000277345"
"3543","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000283727"
"3544","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000283779"
"3545","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000283846"
"3546","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000283870"
"3547","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000283882"
"3548","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000284244"
"3549","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000284264"
"3550","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000284307"
"3551","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS4","ENSG00000284408"
"3552","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000274243"
"3553","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000274563"
"3554","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000274739"
"3555","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000275047"
"3556","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000276676"
"3557","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000277650"
"3558","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000284217"
"3559","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000288206"
"3560","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR2DS5","ENSG00000288357"
"3561","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR3DL1","ENSG00000167633"
"3562","KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY","KIR3DL1","ENSG00000273518"
